,Zinb_1,Zinb_2,Zinb_3,Zinb_4,Zinb_5,Zinb_6,Zinb_7,Zinb_8,Zinb_9,Zinb_10,Zinb_11,Zinb_12,Zinb_13,Zinb_14,Zinb_15,Zinb_16,Zinb_17,Zinb_18,Zinb_19,Zinb_20,Zinb_21,Zinb_22,Zinb_23,Zinb_24,Zinb_25,Zinb_26,Zinb_27,Zinb_28,Zinb_29,Zinb_30,Zinb_31,Zinb_32
mouse1_lib2.final_cell_0169,0.14483371,0.0,0.0,0.0,2.4543054,0.0,1.9886096,0.0,0.0,2.8366017,0.0,0.0,3.4953518,0.0,0.0,2.1650004,0.0,0.0,0.2465955,0.0,3.6381469,1.5553243,0.0,1.3594245,0.0,0.0,0.0,1.7077025,0.0,0.0,3.4534554,0.0
mouse1_lib2.final_cell_0170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.542326,0.0,0.0,0.0,0.0,0.0,0.0,25.478737,0.0,0.0,0.0,0.0,0.0,0.0,13.387293
mouse1_lib2.final_cell_0171,0.0,0.0,0.0,6.741694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4450233,0.0,0.0,0.0,0.0,0.0,3.6528933,2.2212563,0.0,2.3562124,8.757986,3.7918334,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0172,0.0,0.0,0.0,0.0,1.8623469,0.0,0.93623734,0.0,0.0,3.0603147,0.0,0.0,2.8856614,0.0,0.0,1.6534448,0.0,0.0,0.0,0.0,1.3725824,0.0,0.42332134,1.5114226,0.0,0.0,0.0,2.245572,0.0,0.0,1.0527694,0.0
mouse1_lib2.final_cell_0173,0.0,0.0,0.0,0.21425751,1.8980138,0.0,1.5108867,0.0,0.0,2.660179,0.0,0.0,2.22124,0.0,0.16931605,1.2763456,0.0,0.0,0.0,0.0,2.5397694,0.01588656,0.0,1.21585,0.0,0.0,0.0,1.4986608,0.0,0.0,1.5679253,0.0
mouse1_lib2.final_cell_0174,0.0,0.0,0.0,0.0,2.4170523,0.0,2.1210554,0.0,0.0,3.5376835,0.0,0.0,3.0190408,0.0,0.0,1.8668995,0.0,0.0,0.0,0.0,3.2541711,0.7516742,0.0,1.6961302,0.0,0.0,0.0,2.2917619,0.0,0.0,1.7106311,0.0
mouse1_lib2.final_cell_0175,0.0,0.0,0.0,0.0,1.6588209,0.0,1.3528117,0.0,0.0,2.9839106,0.0,0.0,2.6664546,0.0,0.4321484,1.8558776,0.0,0.0,0.0,0.0,1.7155496,0.016407438,0.12651198,1.6051916,0.0,0.0,0.0,2.7252495,0.0,0.0,0.62729245,0.0
mouse1_lib2.final_cell_0176,0.41871724,0.0,0.0,0.09708444,2.3682475,0.0,2.0114734,0.0,0.0,2.816114,0.0,0.0,2.951668,0.0,0.15777448,1.8123403,0.0,0.0,0.0,0.0,3.2314556,0.6822682,0.0,1.6969414,0.0,0.0,0.0,1.5595068,0.0,0.0,2.371857,0.0
mouse1_lib2.final_cell_0177,0.26168197,0.0,0.0,0.0,2.042327,0.0,1.2724355,0.0,0.0,2.8426619,0.0,0.0,3.2378838,0.0,0.6323952,1.9416373,0.0,0.0,0.0,0.0,2.5876546,0.5655785,0.0,1.1640521,0.0,0.0,0.0,2.4298658,0.0,0.0,1.6939977,0.0
mouse1_lib2.final_cell_0178,0.2763473,0.0,0.0,0.0,2.27336,0.0,1.8160228,0.0,0.0,3.0989966,0.0,0.0,3.0870981,0.0,0.13179624,1.9971086,0.0,0.0,0.0,0.0,2.9295797,0.9171914,0.0,1.1983088,0.0,0.0,0.0,1.9144975,0.0,0.0,2.1440134,0.0
mouse1_lib2.final_cell_0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.454623,0.0,0.0,0.0,0.0,0.0,0.0,25.918228,0.0,0.0,0.0,0.0,0.0,0.0,13.4152355
mouse1_lib2.final_cell_0180,0.019515255,0.0,0.0,0.0,2.496782,0.0,1.8166176,0.0,0.0,3.3798587,0.0,0.0,2.6820245,0.0,0.060566362,1.6250117,0.0,0.0,0.0,0.0,3.2303154,0.0,0.0,1.5606339,0.0,0.0,0.0,1.7720565,0.0,0.0,1.8928192,0.0
mouse1_lib2.final_cell_0181,0.0,0.0,0.0,8.272551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.277491,0.0,0.0,0.0,0.0,0.0,3.7403395,3.3150485,1.476932,2.7860231,9.223316,3.1035414,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0182,0.24042207,0.0,0.0,0.0,2.4922218,0.0,1.873727,0.0,0.0,2.6977897,0.0,0.0,3.2664175,0.0,0.0,2.1693025,0.0,0.0,0.0,0.0,3.571018,1.2100222,0.0,1.4064842,0.0,0.0,0.0,2.1829817,0.0,0.0,3.3747063,0.0
mouse1_lib2.final_cell_0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.490192,0.0,0.0,0.0,0.0,0.0,0.0,25.816278,0.0,0.0,0.0,0.0,0.0,0.0,13.698504
mouse1_lib2.final_cell_0184,0.2588832,0.0,0.0,0.0,1.9595351,0.0,1.6446831,0.0,0.0,2.8148234,0.0,0.0,2.6121867,0.0,0.34587044,1.8890955,0.0,0.0,0.0,0.0,2.5562398,0.67857206,0.0,0.9716919,0.0,0.0,0.0,2.1666045,0.0,0.0,2.1027472,0.0
mouse1_lib2.final_cell_0185,0.41397163,0.0,0.0,0.0,1.9225075,0.0,1.2528515,0.0,0.0,2.0560775,0.0,0.0,2.3490164,0.0,0.73862725,1.3911362,0.0,0.0,0.0,0.0,1.6137131,0.103268564,0.0,1.3907304,0.0,0.0,0.0,1.8976444,0.0,0.0,0.7165518,0.0
mouse1_lib2.final_cell_0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.944286,0.0,0.0,0.0,0.0,0.0,4.629714,0.0,0.0,0.0,0.0,0.0,2.6241157,0.0,0.0,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0187,0.65023434,0.0,0.0,0.0,2.0652862,0.0,1.8970314,0.0,0.0,3.2644432,0.0,0.0,3.3854024,0.0,0.34446108,1.976719,0.0,0.0,0.0,0.0,3.147446,0.87130713,0.0,1.4707993,0.0,0.0,0.0,2.2453003,0.0,0.0,2.4403453,0.0
mouse1_lib2.final_cell_0188,0.0,0.0,0.0,0.0,1.7609506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999113,0.0,1.6803188,1.912738,0.0,3.5517461,0.52315104,3.571437,0.0,0.0,0.0,3.885097,0.0,0.0,0.0,1.5027136,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0189,0.2652209,0.0,0.0,0.0,2.4902906,0.0,1.7099981,0.0,0.0,3.1705704,0.0,0.0,3.1840596,0.0,0.5161121,1.7816919,0.0,0.0,0.0,0.0,3.269092,0.12794799,0.0,1.6875222,0.0,0.0,0.0,2.1872637,0.0,0.0,2.0475059,0.0
mouse1_lib2.final_cell_0190,0.11754643,0.0,0.0,0.0,2.5021858,0.0,1.949403,0.0,0.0,3.4946284,0.0,0.0,3.3372862,0.0,0.095103145,2.091548,0.0,0.0,0.0,0.0,3.3837755,0.3589028,0.0,1.4833292,0.0,0.0,0.0,2.4064622,0.0,0.0,2.553946,0.0
mouse1_lib2.final_cell_0191,0.60385144,0.0,0.0,0.0,2.5822775,0.0,2.251968,0.0,0.0,3.294039,0.0,0.0,3.3308325,0.0,0.0,2.2308817,0.0,0.0,0.0,0.0,3.46099,0.7417888,0.0,1.5690928,0.0,0.0,0.0,2.182508,0.0,0.0,2.404843,0.0
mouse1_lib2.final_cell_0192,0.3481481,0.0,0.0,0.0,2.0741966,0.0,1.7266723,0.0,0.0,2.714923,0.0,0.0,2.7458389,0.0,0.2600029,1.8745383,0.0,0.0,0.0,0.0,2.7579315,0.52345824,0.0,1.1046832,0.0,0.0,0.0,1.8736122,0.0,0.0,2.2348328,0.0
mouse1_lib2.final_cell_0193,0.28199822,0.0,0.0,0.0,2.9729962,0.0,2.353058,0.0,0.0,3.9208047,0.0,0.0,2.8806386,0.0,0.1030636,2.1280134,0.023645893,0.0,0.0,0.0,3.5747442,0.0,0.4725201,1.5013651,0.0,0.51476854,0.0,1.9798884,0.34850997,0.0,1.8836178,0.0
mouse1_lib2.final_cell_0194,0.0,0.0,0.0,7.7486043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6929562,0.0,0.0,0.0,0.0,0.0,3.4923873,3.1010184,0.34188512,2.247185,8.168735,2.9337337,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0195,0.104484275,0.0,0.0,0.0,2.3195627,0.0,1.7777898,0.0,0.0,4.0393944,0.0,0.0,3.5591345,0.0,0.64919645,2.4483242,0.0,0.0,0.0,0.0,3.108355,0.6443013,0.0,1.8984667,0.0,0.0,0.0,2.9402637,0.0,0.0,1.9813176,0.0
mouse1_lib2.final_cell_0196,0.033579003,0.0,0.0,0.19837123,1.8241009,0.0,1.4373046,0.0,0.0,2.7583241,0.0,0.0,2.6976578,0.0,0.0,1.2530655,0.0,0.0,0.0,0.4866265,2.3019185,0.4547996,0.0,1.2302511,0.0,0.0,0.0,2.5731418,0.0,0.0,2.0418692,0.0
mouse1_lib2.final_cell_0197,0.07110201,0.0,0.0,0.0,2.0430696,0.0,1.7422369,0.0,0.0,3.1208365,0.0,0.0,3.5519302,0.0,0.31606424,1.9536499,0.0,0.0,0.0,0.0,2.9657052,1.0967722,0.0,1.6312275,0.0,0.0,0.0,2.2841818,0.0,0.0,2.6158466,0.0
mouse1_lib2.final_cell_0198,3.212899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6401903,0.0,0.0,4.1072173,4.9091787,1.2130497,1.5689812,0.0,0.0,1.5018245,8.800135,0.0,2.3436372,0.0,2.1014025,0.0,0.0,0.0,7.0491343,0.0,0.0,4.1833835,0.0
mouse1_lib2.final_cell_0199,0.0,0.0,0.0,0.0,1.8082591,0.0,1.1578354,0.0,0.0,3.5387342,0.0,0.0,2.8351524,0.0,0.326183,2.0217433,0.0,0.0,0.0,1.1449087,2.1915646,0.604569,0.0,1.6407224,0.0,0.22426786,0.0,2.4661226,0.29608557,0.0,1.371544,0.0
mouse1_lib2.final_cell_0200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.027686,0.0,0.0,0.0,0.0,0.0,0.0,25.69638,0.0,0.0,0.0,0.0,0.0,0.0,13.364652
mouse1_lib2.final_cell_0201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.642675,0.0,0.0,0.0,0.0,0.0,4.7679324,0.0,0.0,0.0,0.0,0.0,3.179265,0.0,0.0,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0202,0.0,0.0,0.0,0.0,0.0,13.34819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78009,0.0,0.0,0.0,0.0,0.0,0.0,4.5769053
mouse1_lib2.final_cell_0203,0.33709782,0.0,0.0,0.0,1.9089532,0.0,1.7507292,0.0,0.0,2.8211687,0.0,0.0,2.5500793,0.0,0.0,1.442276,0.0,0.0,0.0,0.0,2.6178064,0.78574014,0.0,0.8273538,0.0,0.0,0.0,1.8414562,0.33679628,0.0,2.1640694,0.0
mouse1_lib2.final_cell_0204,0.08170992,0.0,0.0,0.0,2.095868,0.0,1.6281213,0.0,0.0,2.991097,0.0,0.0,3.297305,0.0,0.040800627,1.6138632,0.0,0.0,0.0,0.0,3.006028,0.9687261,0.0,1.5525973,0.0,0.0,0.0,2.123346,0.0,0.0,2.274499,0.0
mouse1_lib2.final_cell_0205,0.0,0.0,0.0,7.52974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.538198,0.0,0.0,0.0,0.0,0.0,3.5202017,3.2218168,0.6381864,2.2089858,7.959787,2.983604,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.03517,0.0,0.0,0.0,0.0,0.0,0.0,23.966875,0.0,0.0,0.0,0.0,0.0,0.0,13.110413
mouse1_lib2.final_cell_0207,0.4899394,0.0,0.0,0.0,1.6496105,0.0,1.349913,0.0,0.0,2.3548632,0.0,0.0,2.3437626,0.0,0.967676,1.4662406,0.0,0.0,0.0,0.0,1.8480481,0.31324542,0.0,1.4802883,0.0,0.0,0.0,2.047171,0.0,0.0,1.0724368,0.0
mouse1_lib2.final_cell_0208,0.44597572,0.0,0.0,0.0,2.351682,0.0,2.0020535,0.0,0.0,3.2239347,0.0,0.0,3.8845336,0.0,0.0,2.1058373,0.0,0.0,0.0,0.0,3.786423,1.6368892,0.0,1.5422468,0.0,0.0,0.0,2.3944209,0.0,0.0,3.835663,0.0
mouse1_lib2.final_cell_0210,0.0,0.0,0.0,0.0,1.8424313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4586124,0.0,1.8918549,2.1740615,0.0,3.8913722,0.8097575,3.6124542,0.0,0.0,0.0,3.929525,0.0,0.0,0.0,1.3390336,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0211,0.089366436,0.0,0.0,0.0,2.2063744,0.0,1.8061916,0.0,0.0,2.6798515,0.0,0.0,2.9516528,0.0,0.013773061,1.8427223,0.0,0.0,0.2635165,0.0,3.3783796,1.1558263,0.0,1.2395983,0.0,0.0,0.0,1.8320857,0.0,0.0,2.982141,0.0
mouse1_lib2.final_cell_0212,5.139094,0.0,0.0,0.0,6.168038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.267263,0.0,0.0,5.013104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8972821,0.0,0.0,6.0748773,0.0,0.0,1.5172925,3.758393
mouse1_lib2.final_cell_0213,0.0,0.0,0.0,0.0,1.667897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1571873,0.0,1.5330354,1.8382009,0.0,3.558197,0.72534484,3.6805573,0.0,0.0,0.0,3.734465,0.0,0.0,0.0,1.3575892,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0214,0.0,0.0,0.34342104,0.0,1.4196787,0.0,1.3824705,0.0,0.0,2.9987411,0.0,0.0,2.6364539,0.0,0.05680387,1.7178979,0.0,0.0,0.0,0.04168579,1.655393,0.8861065,0.05305332,1.3493451,0.0,0.0,0.0,2.0673501,0.0,0.0,0.79968363,0.0
mouse1_lib2.final_cell_0215,0.10224046,0.0,0.0,0.0,2.7326963,0.0,2.206517,0.0,0.0,3.407612,0.0,0.0,3.7843475,0.0,0.0,2.295254,0.0,0.0,0.0,0.0,4.2608066,1.3714826,0.0,1.604394,0.0,0.0,0.0,2.0210714,0.0,0.0,3.823609,0.0
mouse1_lib2.final_cell_0216,0.2248441,0.0,0.0,0.0,2.269754,0.0,1.9576179,0.0,0.0,3.3396435,0.0,0.0,2.9370186,0.0,0.0050264,2.0901823,0.0,0.0,0.0,0.0,3.2253456,0.617068,0.0,1.2496917,0.0,0.0,0.0,1.9054815,0.0,0.0,2.6281793,0.0
mouse1_lib2.final_cell_0217,4.1973405,0.0,0.0,0.0,5.505127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.427093,0.0,0.0,5.2382936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1393998,0.0,0.0,5.3718743,0.0,0.0,1.3751625,3.141398
mouse1_lib2.final_cell_0218,0.0,0.0,0.0,0.0,1.5961651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3418888,0.0,1.7784996,1.680232,0.0,3.4555638,0.60953104,3.4920454,0.0,0.0,0.0,3.7640665,0.0,0.0,0.0,1.3404871,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0219,0.0,0.0,0.0,8.144866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5875201,0.0,0.0,0.0,0.0,0.0,3.955499,3.2162616,0.6773523,2.4459932,9.023901,3.5692527,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0220,0.0,0.0,0.0,8.427353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7513885,0.0,0.0,0.0,0.0,0.0,3.4046636,3.9250298,0.5650238,2.2144938,8.737028,3.3581874,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0221,0.27838153,0.0,0.0,0.0,2.4338667,0.0,1.9773893,0.0,0.0,3.3603647,0.0,0.0,3.9749315,0.0,0.29492295,2.6051962,0.0,0.0,0.0,0.0,3.9955544,1.3623468,0.0,1.6065857,0.0,0.0,0.0,2.2516525,0.0,0.0,3.241331,0.0
mouse1_lib2.final_cell_0222,0.5696121,0.0,0.0,1.153597,2.006467,0.0,1.6678817,0.0,0.0,3.3549366,0.0,0.0,1.7166302,0.0,0.0,1.4030937,0.63621134,0.0,0.0,0.0,3.1997535,0.0,0.35454255,1.6295182,0.0,0.8983709,0.76574814,1.914234,0.2784059,0.0,0.7636121,0.0
mouse1_lib2.final_cell_0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.77908,0.0,0.0,0.0,0.0,0.0,0.0,26.479921,0.0,0.0,0.0,0.0,0.0,0.0,14.23669
mouse1_lib2.final_cell_0224,0.054450702,0.0,0.0,0.0,2.7055087,0.0,2.227044,0.0,0.0,3.9774373,0.0,0.0,3.736084,0.0,0.23894727,2.2232933,0.0,0.0,0.0,0.0,3.3771815,0.51791376,0.0,1.5219505,0.0,0.0,0.0,2.6365623,0.0,0.0,1.9668002,0.0
mouse1_lib2.final_cell_0225,0.0,0.0,0.0,0.0,2.355093,0.0,2.3361244,0.0,0.0,3.9891508,0.0,0.0,3.6885743,0.0,0.0,2.279018,0.0,0.0,0.0,0.0,2.9208496,0.74875283,0.0,1.1824156,0.0,0.0,0.0,2.8663342,0.0,0.0,2.2088678,0.0
mouse1_lib2.final_cell_0226,0.0,0.0,0.0,0.0,1.5894479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4296359,0.0,1.9240535,1.8448733,0.0,3.348015,0.61947626,3.502574,0.0,0.0,0.0,3.901338,0.0,0.0,0.0,1.4310999,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0227,4.3543997,0.0,0.0,0.0,5.5198693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.388206,0.0,0.0,4.596497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3155007,0.0,0.0,5.2619133,0.0,0.0,1.5614938,2.73031
mouse1_lib2.final_cell_0228,3.1845868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358088,0.0,0.0,3.7076447,7.1685247,2.1486092,1.4731281,0.0,0.0,1.6996258,11.088398,0.0,3.1248674,0.0,1.6731871,0.0,0.0,0.0,7.288302,0.0,0.0,4.8567166,0.0
mouse1_lib2.final_cell_0229,0.0,0.0,0.0,0.0,1.5224924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4254724,0.0,1.7863649,1.7262666,0.0,3.2888346,0.5673199,3.4274826,0.0,0.0,0.0,3.746325,0.0,0.0,0.0,1.1746013,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0230,0.42615846,0.0,0.0,0.0,2.6288743,0.0,2.0263999,0.0,0.0,3.450749,0.0,0.0,4.001331,0.0,0.23634279,2.4465606,0.0,0.0,0.0,0.0,3.9978628,1.2329017,0.0,1.6889627,0.0,0.0,0.0,2.4379475,0.0,0.0,3.3749382,0.0
mouse1_lib2.final_cell_0231,0.0,0.0,0.0,0.0,1.6570717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4131013,0.0,1.7246717,1.9592816,0.0,3.5724847,0.5182863,3.7920334,0.0,0.0,0.0,3.8693366,0.0,0.0,0.0,1.4315621,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0232,0.0,0.0,0.0,0.10752186,2.330234,0.0,1.9558716,0.0,0.0,3.6050768,0.0,0.0,3.4006562,0.0,0.0,1.9695232,0.0,0.0,0.0,0.0,2.8198478,0.69902706,0.0,1.6004095,0.0,0.0,0.0,2.604301,0.0,0.0,2.087379,0.0
mouse1_lib2.final_cell_0233,0.0,0.0,0.0,7.9082417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9572442,0.0,0.0,0.0,0.0,0.0,3.57604,3.2111418,0.6402889,2.5153427,8.859905,3.449452,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0234,0.0,0.0,0.0,7.3559675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4767706,0.0,0.0,0.0,0.0,0.0,4.035374,3.4512146,0.43705773,1.8339435,7.944612,3.6319587,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0235,0.0,0.0,0.0,0.0,2.8000073,0.0,2.1586528,0.0,0.0,3.806675,0.0,0.0,4.04246,0.0,0.0,2.0598326,0.0,0.0,0.0,0.0,3.561171,1.0297234,0.0,1.7553531,0.0,0.0,0.0,2.526578,0.0,0.0,2.338556,0.0
mouse1_lib2.final_cell_0237,0.0,0.0,0.0,0.0,1.4344106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6239295,0.0,2.063973,1.8737415,0.0,3.8194814,0.7495924,4.0408244,0.0,0.0,0.0,3.8992844,0.0,0.0,0.0,1.5013651,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0238,0.373893,0.0,0.0,0.0,2.1604784,0.0,1.9964467,0.0,0.0,3.0651824,0.0,0.0,3.4132295,0.0,0.30274487,2.2554677,0.0,0.0,0.0,0.0,3.300554,0.94374824,0.0,1.287471,0.0,0.0,0.0,2.2429733,0.0,0.0,3.0213683,0.0
mouse1_lib2.final_cell_0239,0.0,0.0,0.12432316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.647584,0.0,0.0,0.0,2.5930567,0.0,0.0,13.872514,0.0,0.0,0.0,0.0,0.0,3.9473577,9.937522
mouse1_lib2.final_cell_0240,0.0,0.0,0.0,0.0,1.7437797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4528736,0.0,1.8467292,2.072489,0.0,3.9286242,0.65920824,4.10884,0.0,0.0,0.0,4.112737,0.0,0.0,0.0,1.5161722,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0241,0.0,0.0,0.0,0.0,1.63787,0.0,0.0,0.0,0.0,0.12231772,0.0,0.0,1.6547406,0.0,1.7717105,1.9459746,0.0,3.723166,0.38903356,3.8670268,0.0,0.0,0.0,4.0207953,0.0,0.0,0.0,1.4714874,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0242,0.3100068,0.0,0.0,0.33272094,2.5972643,0.0,2.5805387,0.0,0.0,4.0909767,0.0,0.0,3.9287596,0.0,0.0,2.4809792,0.0,0.0,0.0,0.0,3.6403043,1.1797111,0.0,1.3713853,0.0,0.0,0.0,2.8249147,0.0,0.0,3.0756311,0.0
mouse1_lib2.final_cell_0243,0.0,0.0,0.0,0.0,1.7248801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3319174,0.0,1.7335744,2.1300728,0.0,3.7462528,0.79969907,4.0385284,0.0,0.0,0.0,3.8695767,0.0,0.0,0.0,1.7113293,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0244,4.0382686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8805408,8.667615,1.8209292,1.5543444,0.0,0.0,3.1701925,13.078971,0.0,4.852884,0.0,1.0572088,0.0,0.0,0.0,7.8398814,0.0,0.0,7.1522064,0.0
mouse1_lib2.final_cell_0245,5.04254,0.0,0.0,0.0,5.9506583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.478408,0.0,0.0,5.0525537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2388494,0.0,0.0,5.65029,0.0,0.0,2.0255554,3.2924826
mouse1_lib2.final_cell_0246,0.1622659,0.0,0.0,0.0,3.4285524,0.0,2.2018294,0.0,0.0,3.933597,0.0,0.0,3.937152,0.0,0.29111415,2.2611425,0.0,0.0,0.0,0.0,3.913755,0.05005154,0.0,2.003142,0.0,0.0,0.0,2.7530518,0.0,0.0,2.3953238,0.0
mouse1_lib2.final_cell_0247,2.8183095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765388,0.0,0.0,4.117884,8.543463,2.1595347,1.7455726,0.0,0.0,2.045096,13.742083,0.0,3.344231,0.0,1.914036,0.0,0.0,0.0,7.914023,0.0,0.0,5.1433783,0.0
mouse1_lib2.final_cell_0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.927895,0.0,0.0,0.0,0.0,0.0,0.0,23.36579,0.0,0.0,0.0,0.0,0.0,0.0,11.894242
mouse1_lib2.final_cell_0249,0.0,0.0,0.0,0.0,1.5635756,0.0,0.0,0.0,0.0,0.018858071,0.0,0.0,1.6312197,0.0,1.7231251,1.8415273,0.0,3.6845617,0.6575248,3.9244442,0.0,0.0,0.0,3.9802527,0.0,0.0,0.0,1.3836186,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0250,0.0,0.0,0.0,6.0547647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.949078,0.0,0.0,0.15843117,0.0,0.0,3.115901,2.5700967,0.0,1.4583532,6.8550715,3.2209272,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0252,0.23544085,0.0,0.0,0.0,2.3841383,0.0,1.9642265,0.0,0.0,2.7229118,0.0,0.0,3.209772,0.0,0.014645029,2.0801141,0.0,0.0,0.0,0.0,3.3968074,1.3205628,0.0,1.3069698,0.0,0.0,0.0,2.1060584,0.0,0.0,3.0965168,0.0
mouse1_lib2.final_cell_0253,0.0,0.0,0.0,0.0,1.6435628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4604665,0.0,1.8291929,1.9108334,0.0,3.9730055,0.46230674,4.024072,0.0,0.0,0.0,4.3124366,0.0,0.0,0.0,1.5498632,0.0,0.0,0.0,0.0
mouse1_lib2.final_cell_0254,0.26578534,0.0,0.0,0.0,2.2238,0.0,1.8596343,0.0,0.0,3.2935517,0.0,0.0,3.0277302,0.0,0.0,2.099222,0.0,0.0,0.0,0.0,2.8286483,0.4055935,0.0,1.3434622,0.0,0.0,0.0,2.3312252,0.0,0.0,1.9642185,0.0
mouse1_lib2.final_cell_0255,0.0,0.0,0.0,0.0,1.6193599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.580873,0.0,1.874805,1.9467466,0.0,4.0059524,0.6272883,3.9457254,0.0,0.0,0.0,4.251196,0.0,0.0,0.0,1.6954131,0.0,0.0,0.0,0.0
